player_id,player_name,team,pass_attempts,completions,passing_yards,passing_tds,interceptions,rushing_attempts,rushing_yards,rushing_tds,fantasy_points_half_ppr,sacks,games_played,pass_attempts_per_game,passing_yards_per_game,rushing_attempts_per_game,rushing_yards_per_game,fantasy_points_half_ppr_per_game,ypa,completion_pct,td_pct,int_pct,dropbacks,fantasy_pts_per_dropback,rush_fantasy_contribution,position,signal_score,signal_rank,vegas_multiplier,signal_score_pre_vegas,positional_rank,replacement_signal,vbd_raw,vbd,carries,targets,receptions,receiving_yards,receiving_tds,carries_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,ypc,yards_per_reception,catch_rate,carry_share,target_share_backfield,opportunity_share,goal_line_carries,air_yards,yards_after_catch,wopr,yac_per_reception,target_share,adot,total_air_yards,racr,ngs_separation,redzone_targets,endzone_targets,yprr_proxy,yprr_note,fg_attempts,fg_makes,fg_att_40_49,fg_made_40_49,fg_att_50p,fg_made_50p,fg_pct,fg_pct_40_49,fg_pct_50p,fg_attempts_per_game,xp_attempts,fumbles_recovered,safeties,turnovers,sacks_per_game,turnovers_per_game,sack_rate,turnover_rate,points_allowed_per_game,opp_epa_per_dropback_allowed,opponent_dvoa,overall_rank,tier
00-0039074,Davis Allen,LA,,,,,,,,,9.9,,4,,,,,,,,,,,,,TE,41.98,51,1.0,41.98,51,76.09,-34.11000000000001,-35.82,,11.0,6.0,39.0,0.0,,2.75,,9.75,,,0.5454545454545454,,,,,,21.0,0.13807328,,0.06822956455309395,,,,,4.0,2.0,3.5454545454545454,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,321,7
00-0033536,Mike Williams,PIT,,,,,,,,,28.8,,7,,,,,,,,,,,,,WR,36.68,106,1.0,36.68,106,72.51,-35.830000000000005,-35.83,,16.0,10.0,128.0,1.0,,2.2857142857142856,,18.285714285714285,,,0.625,,,,,0.16665675,16.0,0.24237597,1.6,0.15472422505031203,15.25,244.0,0.52459013,,,,,,,,,,,,,,,,,,,,,,,,,,,322,7
00-0033045,Ezekiel Elliott,DAL,,,,,,,111.0,2.0,30.4,,9,,,,12.333333333333334,,,,,,,,,RB,34.68,63,1.0,34.68,63,67.42,-32.74,-36.01,36.0,6.0,6.0,33.0,0.0,4.0,0.6666666666666666,0.6666666666666666,3.6666666666666665,3.0833333333333335,5.5,1.0,0.1951512184888144,0.23703703703703705,0.20015229379253252,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,7
00-0030098,D.Hopkins,CLE,,,,,,,,,,,8,,,,,,,,,,,,,K,6.65,33,1.0,6.65,33,58.17,-51.52,-36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,5.0,2.0,2.0,0.0,0.5,0.4,0.0,1.75,11.0,,,,,,,,,,,324,7
00-0037291,Jalen Nailor,MIN,,,,,,,,,56.7,,10,,,,,,,,,,,,,WR,36.37,107,1.0,36.37,107,72.51,-36.14000000000001,-36.14,,27.0,17.0,224.0,3.0,,2.7,,22.4,,,0.6296296296296297,,,,,0.11755361,64.0,0.2142214,3.764705882352941,0.14247644654294273,11.333333,306.0,0.73202616,,,,,,,,,,,,,,,,,,,,,,,,,,,325,7
00-0038685,Christopher Brooks,GB,,,,,,,100.0,1.0,33.9,,8,,,,12.5,,,,,,,,,RB,34.46,64,1.0,34.46,64,67.42,-32.96,-36.26,21.0,12.0,11.0,69.0,0.0,2.625,1.5,1.375,8.625,4.761904761904762,6.2727272727272725,0.9166666666666666,0.09217158937553674,0.31224489795918364,0.12726005392886008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,7
NYJ,NYJ DST,NYJ,,,,,3.0,,,,,19.0,10,,,,,,,,,,,,,DST,12.06,31,1.0,12.06,31,60.84,-48.78,-36.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,8.0,1.9,0.8,0.05621301775147929,0.009557945041816009,27.6,0.19334589941261787,,327,7
00-0038951,Sean Tucker,TB,,,,,,,149.0,1.0,29.8,,7,,,,21.285714285714285,,,,,,,,,RB,33.67,65,1.0,33.67,65,67.42,-33.75,-37.12,32.0,8.0,5.0,39.0,0.0,4.571428571428571,1.1428571428571428,0.7142857142857143,5.571428571428571,4.65625,7.8,0.625,0.17844143894564063,0.14587198515769945,0.1711516366315737,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,7
00-0039921,Trey Benson,ARI,,,,,,,184.0,1.0,33.1,,7,,,,26.285714285714285,,,,,,,,,RB,33.65,66,1.0,33.65,66,67.42,-33.77,-37.15,33.0,4.0,4.0,47.0,0.0,4.714285714285714,0.5714285714285714,0.5714285714285714,6.714285714285714,5.575757575757576,11.75,1.0,0.20379921954756658,0.08049886621315193,0.17642253173403563,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,7
00-0038547,Luke Schoonmaker,DAL,,,,,,,,,39.9,,6,,,,,,,,,,,,,TE,40.51,52,1.0,40.51,52,76.09,-35.580000000000005,-37.36,,24.0,17.0,169.0,1.0,,4.0,,28.166666666666668,,,0.7083333333333334,,,,,,60.0,0.21436812,,0.1031695311518805,,,,,0.0,0.0,7.041666666666667,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,330,7
00-0038611,Chris Rodriguez,WAS,,,,,,,173.0,2.0,31.5,,6,,,,28.833333333333332,,,,,,,,,RB,33.07,67,1.0,33.07,67,67.42,-34.35,-37.79,35.0,1.0,1.0,12.0,0.0,5.833333333333333,0.16666666666666666,0.16666666666666666,2.0,4.942857142857143,12.0,1.0,0.2246971595655806,0.027777777777777776,0.19691355260320775,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,7
00-0038797,Emanuel Wilson,GB,,,,,,,219.0,3.0,44.2,,10,,,,21.9,,,,,,,,,RB,33.05,68,1.0,33.05,68,67.42,-34.370000000000005,-37.81,47.0,4.0,4.0,3.0,0.0,4.7,0.4,0.4,0.3,4.659574468085107,0.75,1.0,0.18174948800470406,0.08645833333333333,0.166052276942772,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,7
00-0039794,Braelon Allen,NYJ,,,,,,,168.0,1.0,38.6,,10,,,,16.8,,,,,,,,,RB,32.82,69,1.0,32.82,69,67.42,-34.6,-38.06,53.0,11.0,9.0,68.0,0.0,5.3,1.1,0.9,6.8,3.169811320754717,7.555555555555555,0.8181818181818182,0.2642946827853948,0.13974025974025975,0.24412849201437078,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,7
00-0039021,Roschon Johnson,CHI,,,,,,,58.0,3.0,31.9,,7,,,,8.285714285714286,,,,,,,,,RB,32.75,70,1.0,32.75,70,67.42,-34.67,-38.14,23.0,7.0,5.0,31.0,0.0,3.2857142857142856,1.0,0.7142857142857143,4.428571428571429,2.5217391304347827,6.2,0.7142857142857143,0.1738168951791243,0.25555555555555554,0.18415605558462703,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,7
00-0038678,Jordan Mims,NO,,,,,,,42.0,0.0,15.700001,,4,,,,10.5,,,,,,,,,RB,32.69,71,1.0,32.69,71,67.42,-34.730000000000004,-38.2,13.0,11.0,7.0,45.0,0.0,3.25,2.75,1.75,11.25,3.230769230769231,6.428571428571429,0.6363636363636364,0.1575249398004816,0.2875,0.21385521885521885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,7
00-0033282,Curtis Samuel,BUF,,,,,,,,,29.699999,,7,,,,,,,,,,,,,WR,34.27,108,1.0,34.27,108,72.51,-38.24,-38.24,,21.0,12.0,109.0,1.0,,3.0,,15.571428571428571,,,0.5714285714285714,,,,,0.07203856,54.0,0.19769575,4.5,0.14224842812300234,4.7619047,100.0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,336,7
00-0039052,Trey Palmer,TB,,,,,,,,,20.7,,7,,,,,,,,,,,,,WR,33.87,109,1.0,33.87,109,72.51,-38.64000000000001,-38.64,,16.0,8.0,127.0,0.0,,2.2857142857142856,,18.142857142857142,,,0.5,,,,,0.15712526,22.0,0.20200804,2.75,0.12479204370508719,17.3125,277.0,0.45848376,,,,,,,,,,,,,,,,,,,,,,,,,,,337,7
NE,NE DST,NE,,,,,4.0,,,,,14.0,10,,,,,,,,,,,,,DST,8.35,32,1.0,8.35,32,60.84,-52.49,-39.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,1.4,0.5,0.0438871473354232,0.00620347394540943,25.8,0.1735521872589207,,338,7
00-0034386,Justin Watson,KC,,,,,,,,,46.7,,10,,,,,,,,,,,,,WR,32.35,110,1.0,32.35,110,72.51,-40.160000000000004,-40.16,,21.0,15.0,197.0,2.0,,2.1,,19.7,,,0.7142857142857143,,,,,0.132303,45.0,0.17676635,3.0,0.12386874236874237,16.952381,356.0,0.5533708,,,,,,,,,,,,,,,,,,,,,,,,,,,339,7
00-0038636,Kenny McIntosh,SEA,,,,,,,112.0,0.0,16.4,,5,,,,22.4,,,,,,,,,RB,30.89,72,1.0,30.89,72,67.42,-36.53,-40.18,21.0,3.0,3.0,22.0,0.0,4.2,0.6,0.6,4.4,5.333333333333333,7.333333333333333,1.0,0.21386027765338111,0.05818181818181818,0.17826978818283168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,7
00-0033246,Johnny Mundt,MIN,,,,,,,,,22.7,,8,,,,,,,,,,,,,TE,37.81,53,1.0,37.81,53,76.09,-38.28,-40.19,,14.0,10.0,67.0,1.0,,1.75,,8.375,,,0.7142857142857143,,,,,,55.0,0.11165586,,0.06181167019175435,,,,,3.0,2.0,4.785714285714286,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,341,7
00-0039650,Bryce Oliver,TEN,,,,,,,,,13.0,,4,,,,,,,,,,,,,WR,32.32,111,1.0,32.32,111,72.51,-40.190000000000005,-40.19,,6.0,5.0,80.0,0.0,,1.5,,20.0,,,0.8333333333333334,,,,,0.06789276,24.0,0.12505367,4.8,0.10021146616541353,10.5,63.0,1.2698413,,,,,,,,,,,,,,,,,,,,,,,,,,,342,7
00-0039530,Brevyn Spann-Ford,DAL,,,,,,,,,13.8,,4,,,,,,,,,,,,,TE,37.26,54,1.0,37.26,54,76.09,-38.830000000000005,-40.77,,10.0,7.0,68.0,0.0,,2.5,,17.0,,,0.7,,,,,,41.0,0.12634136,,0.06215602286052682,,,,,1.0,1.0,6.8,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,343,7
00-0035500,Greg Dortch,ARI,,,,,,,,,34.1,,10,,,,,,,,,,,,,WR,31.58,112,1.0,31.58,112,72.51,-40.93000000000001,-40.93,,19.0,14.0,121.0,1.0,,1.9,,12.1,,,0.7368421052631579,,,,,0.012797706,129.0,0.0971186,9.214285714285714,0.13804112554112552,1.8947369,36.0,3.3611112,,,,,,,,,,,,,,,,,,,,,,,,,,,344,7
00-0038122,Desmond Ridder,LV,83.0,51.0,447.0,2.0,2.0,9.0,36.0,0.0,21.48,10.0,4,20.75,111.75,2.25,9.0,5.369999885559082,5.385542168674699,0.6144578313253012,0.024096385542168676,0.024096385542168676,93.0,0.23096773701329384,0.9000000357627869,QB,17.0,42,1.0,17.0,42,62.7,-45.7,-41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,7
00-0036754,Brock Wright,DET,,,,,,,,,23.1,,6,,,,,,,,,,,,,TE,36.91,55,1.0,36.91,55,76.09,-39.18000000000001,-41.14,,7.0,6.0,51.0,2.0,,1.1666666666666667,,8.5,,,0.8571428571428571,,,,,,50.0,0.078208536,,0.04261295753231237,,,,,3.0,2.0,7.285714285714286,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,346,7
00-0036331,Devin Duvernay,JAX,,,,,,,,,17.3,,6,,,,,,,,,,,,,WR,31.22,113,1.0,31.22,113,72.51,-41.290000000000006,-41.29,,15.0,10.0,80.0,0.0,,2.5,,13.333333333333334,,,0.6666666666666666,,,,,0.09373826,61.0,0.17458689,6.1,0.12298929828341593,12.4,186.0,0.43010753,,,,,,,,,,,,,,,,,,,,,,,,,,,347,7
00-0031549,Nelson Agholor,BAL,,,,,,,,,30.7,,7,,,,,,,,,,,,,WR,31.17,114,1.0,31.17,114,72.51,-41.34,-41.34,,14.0,7.0,117.0,2.0,,2.0,,16.714285714285715,,,0.5,,,,,0.10620475,18.0,0.1781207,2.5714285714285716,0.14489795918367346,14.142858,198.0,0.59090906,,,,,,,,,,,,,,,,,,,,,,,,,,,348,7
00-0033925,D'Onta Foreman,CLE,,,,,,,81.0,0.0,6.1,,4,,,,20.25,,,,,,,,,RB,29.81,73,1.0,29.81,73,67.42,-37.61,-41.37,22.0,2.0,0.0,0.0,0.0,5.5,0.5,0.0,0.0,3.6818181818181817,,0.0,0.2595238095238095,0.07142857142857142,0.21850562072336266,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,7
00-0036630,Tylan Wallace,BAL,,,,,,,,,31.2,,6,,,,,,,,,,,,,WR,30.94,115,1.0,30.94,115,72.51,-41.57000000000001,-41.57,,9.0,9.0,162.0,1.0,,1.5,,27.0,,,1.0,,,,,0.031947333,114.0,0.10609729,12.666666666666666,0.10582195582195582,5.3333335,48.0,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,350,7
00-0039359,Cade Stover,HOU,,,,,,,,,25.2,,8,,,,,,,,,,,,,TE,36.48,56,1.0,36.48,56,76.09,-39.61000000000001,-41.59,,16.0,11.0,82.0,1.0,,2.0,,10.25,,,0.6875,,,,,,61.0,0.12146136,,0.06526161214987616,,,,,3.0,1.0,5.125,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,351,7
00-0038098,Pierre Strong,CLE,,,,,,,58.0,0.0,18.7,,7,,,,8.285714285714286,,,,,,,,,RB,29.61,74,1.0,29.61,74,67.42,-37.81,-41.59,14.0,13.0,9.0,39.0,0.0,2.0,1.8571428571428572,1.2857142857142858,5.571428571428571,4.142857142857143,4.333333333333333,0.6923076923076923,0.10650584795321638,0.30272108843537415,0.15258385006431488,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,7
00-0037741,Jahan Dotson,PHI,,,,,,,,,14.7,,8,,,,,,,,,,,,,WR,30.56,116,1.0,30.56,116,72.51,-41.95,-41.95,,10.0,6.0,87.0,0.0,,1.25,,10.875,,,0.6,,,,,0.09345629,28.0,0.1580225,4.666666666666667,0.10086767399267399,12.4,124.0,0.7016129,,,,,,,,,,,,,,,,,,,,,,,,,,,353,7
00-0038783,Nate Adkins,DEN,,,,,,,,,32.1,,6,,,,,,,,,,,,,TE,36.01,57,1.0,36.01,57,76.09,-40.080000000000005,-42.08,,7.0,7.0,71.0,3.0,,1.1666666666666667,,11.833333333333334,,,1.0,,,,,,52.0,0.06311762,,0.03510112935516161,,,,,3.0,1.0,10.142857142857142,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,354,7
00-0033955,Jeremy McNichols,WAS,,,,,,,139.0,1.0,32.0,,10,,,,13.9,,,,,,,,,RB,29.0,75,1.0,29.0,75,67.42,-38.42,-42.26,37.0,11.0,8.0,21.0,0.0,3.7,1.1,0.8,2.1,3.7567567567567566,2.625,0.7272727272727273,0.1583262023344807,0.17623376623376624,0.17620219435736678,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,7
00-0038573,Derius Davis,LAC,,,,,,,,,33.800003,,7,,,,,,,,,,,,,WR,29.99,117,1.0,29.99,117,72.51,-42.52000000000001,-42.52,,14.0,11.0,99.0,2.0,,2.0,,14.142857142857142,,,0.7857142857142857,,,,,0.0095629115,107.0,0.106975794,9.727272727272727,0.09891053391053391,1.7142857,24.0,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,356,7
00-0035628,D'Ernest Johnson,JAX,,,,,,,50.0,0.0,19.1,,6,,,,8.333333333333334,,,,,,,,,RB,28.72,76,1.0,28.72,76,67.42,-38.7,-42.57,14.0,11.0,7.0,71.0,0.0,2.3333333333333335,1.8333333333333333,1.1666666666666667,11.833333333333334,3.5714285714285716,10.142857142857142,0.6363636363636364,0.1010796221322537,0.36388888888888893,0.14711797502752597,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,7
00-0038821,Rakim Jarrett,TB,,,,,,,,,21.4,,6,,,,,,,,,,,,,WR,29.56,118,1.0,29.56,118,72.51,-42.95,-42.95,,11.0,9.0,124.0,0.0,,1.8333333333333333,,20.666666666666668,,,0.8181818181818182,,,,,0.093205534,18.0,0.14605528,2.0,0.12085170190433348,11.545455,127.0,0.97637796,,,,,,,,,,,,,,,,,,,,,,,,,,,358,7
00-0035806,Jamycal Hasty,NE,,,,,,,35.0,0.0,23.5,,5,,,,7.0,,,,,,,,,RB,28.37,77,1.0,28.37,77,67.42,-39.05,-42.96,12.0,9.0,9.0,50.0,1.0,2.4,1.8,1.8,10.0,2.9166666666666665,5.555555555555555,1.0,0.11742762613730355,0.3063492063492063,0.17161819504773662,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,7
00-0038115,Daniel Bellinger,NYG,,,,,,,,,19.6,,4,,,,,,,,,,,,,TE,35.03,58,1.0,35.03,58,76.09,-41.06,-43.11,,13.0,10.0,96.0,0.0,,3.25,,24.0,,,0.7692307692307693,,,,,,44.0,0.15899435,,0.08287507456305411,,,,,0.0,0.0,7.384615384615385,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,360,7
00-0039041,Elijah Higgins,ARI,,,,,,,,,24.7,,9,,,,,,,,,,,,,TE,35.02,59,1.0,35.02,59,76.09,-41.07,-43.12,,16.0,13.0,117.0,0.0,,1.7777777777777777,,13.0,,,0.8125,,,,,,60.0,0.120839715,,0.05866057766181751,,,,,1.0,1.0,7.3125,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,361,7
00-0032128,Chris Conley,SF,,,,,,,,,2.3,,4,,,,,,,,,,,,,WR,29.11,119,1.0,29.11,119,72.51,-43.400000000000006,-43.4,,5.0,1.0,13.0,0.0,,1.25,,3.25,,,0.2,,,,,0.1064859,7.0,0.13857342,7.0,0.0792055167055167,19.0,95.0,0.1368421,,,,,,,,,,,,,,,,,,,,,,,,,,,362,7
00-0038640,Jalen Brooks,DAL,,,,,,,,,23.0,,7,,,,,,,,,,,,,WR,28.66,120,1.0,28.66,120,72.51,-43.85000000000001,-43.85,,16.0,7.0,100.0,1.0,,2.2857142857142856,,14.285714285714286,,,0.4375,,,,,0.1560307,3.0,0.20797496,0.42857142857142855,0.09817855331466947,15.3125,245.0,0.40816328,,,,,,,,,,,,,,,,,,,,,,,,,,,363,7
00-0036862,Ben Skowronek,PIT,,,,,,,,,11.9,,4,,,,,,,,,,,,,WR,28.45,121,1.0,28.45,121,72.51,-44.06,-44.06,,5.0,5.0,69.0,0.0,,1.25,,17.25,,,1.0,,,,,0.052714407,29.0,0.105738804,5.8,0.09764714452214453,8.0,40.0,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,364,7
00-0038824,Ryan Miller,TB,,,,,,,,,31.9,,7,,,,,,,,,,,,,WR,28.41,122,1.0,28.41,122,72.51,-44.10000000000001,-44.1,,19.0,11.0,89.0,2.0,,2.7142857142857144,,12.714285714285714,,,0.5789473684210527,,,,,0.1257433,17.0,0.20635416,1.5454545454545454,0.16135466872308976,10.210526,194.0,0.45876288,,,,,,,,,,,,,,,,,,,,,,,,,,,365,7
00-0038998,Jake Haener,NO,31.0,16.0,209.0,1.0,1.0,6.0,14.0,0.0,11.76,6.0,5,6.2,41.8,1.2,2.8,2.352000045776367,6.741935483870968,0.5161290322580645,0.03225806451612903,0.03225806451612903,37.0,0.3178378440238334,0.27999999523162844,QB,13.37,43,1.0,13.37,43,62.7,-49.330000000000005,-44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,7
00-0037594,Julius Chestnut,TEN,,,,,,,89.0,0.0,12.0,,5,,,,17.8,,,,,,,,,RB,26.86,78,1.0,26.86,78,67.42,-40.56,-44.62,19.0,3.0,2.0,11.0,0.0,3.8,0.6,0.4,2.2,4.684210526315789,5.5,0.6666666666666666,0.14782078604504234,0.1019047619047619,0.14518295324746938,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,7
00-0039738,Blake Corum,LA,,,,,,,144.0,0.0,23.199999,,11,,,,13.090909090909092,,,,,,,,,RB,26.83,79,1.0,26.83,79,67.42,-40.59,-44.65,43.0,6.0,5.0,38.0,0.0,3.909090909090909,0.5454545454545454,0.45454545454545453,3.4545454545454546,3.3488372093023258,7.6,0.8333333333333334,0.16063279354519763,0.20753968253968255,0.1642535206376351,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,8
00-0033857,JuJu Smith-Schuster,KC,,,,,,,,,22.0,,7,,,,,,,,,,,,,WR,27.35,123,1.0,27.35,123,72.51,-45.160000000000004,-45.16,,12.0,8.0,80.0,1.0,,1.7142857142857142,,11.428571428571429,,,0.6666666666666666,,,,,0.02795643,64.0,0.08847534,8.0,0.08935774309723889,4.5,54.0,1.4814814,,,,,,,,,,,,,,,,,,,,,,,,,,,369,8
00-0039062,Jonathan Mingo,DAL,,,,,,,,,5.2,,7,,,,,,,,,,,,,WR,27.23,124,1.0,27.23,124,72.51,-45.28,-45.28,,18.0,3.0,22.0,0.0,,2.5714285714285716,,3.142857142857143,,,0.16666666666666666,,,,,0.13431425,3.0,0.20347121,1.0,0.11292661668601518,14.166667,255.0,0.08627451,,,,,,,,,,,,,,,,,,,,,,,,,,,370,8
00-0036984,Trey Sermon,IND,,,,,,,68.0,0.0,21.0,,8,,,,8.5,,,,,,,,,RB,26.04,80,1.0,26.04,80,67.42,-41.38,-45.52,19.0,9.0,8.0,62.0,0.0,2.375,1.125,1.0,7.75,3.5789473684210527,7.75,0.8888888888888888,0.09171978935698448,0.3967687074829932,0.12717655269511963,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,8
00-0037539,Lucas Krull,DEN,,,,,,,,,29.6,,8,,,,,,,,,,,,,TE,32.62,60,1.0,32.62,60,76.09,-43.470000000000006,-45.64,,18.0,16.0,136.0,0.0,,2.25,,17.0,,,0.8888888888888888,,,,,,60.0,0.15478832,,0.07394977711005937,,,,,0.0,0.0,7.555555555555555,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,372,8
00-0037120,Tyler Goodson,IND,,,,,,,76.0,1.0,22.5,,5,,,,15.2,,,,,,,,,RB,25.89,81,1.0,25.89,81,67.42,-41.53,-45.68,19.0,4.0,2.0,9.0,1.0,3.8,0.8,0.4,1.8,4.0,4.5,0.5,0.15511825572801183,0.17708333333333331,0.1777794900459178,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,8
00-0038705,Emari Demercado,ARI,,,,,,,121.0,1.0,29.0,,7,,,,17.285714285714285,,,,,,,,,RB,25.75,82,1.0,25.75,82,67.42,-41.67,-45.84,12.0,9.0,7.0,39.0,0.0,1.7142857142857142,1.2857142857142858,1.0,5.571428571428571,10.083333333333334,5.571428571428571,0.7777777777777778,0.07142046159277174,0.19444444444444445,0.09981592450586944,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,8
00-0039410,Ryan Flournoy,DAL,,,,,,,,,14.6,,5,,,,,,,,,,,,,WR,26.56,125,1.0,26.56,125,72.51,-45.95,-45.95,,11.0,7.0,76.0,0.0,,2.2,,15.2,,,0.6363636363636364,,,,,0.0694222,29.0,0.135402,4.142857142857143,0.09805679297512329,8.545455,94.0,0.80851066,,,,,,,,,,,,,,,,,,,,,,,,,,,375,8
00-0038720,Julian Hill,MIA,,,,,,,,,16.0,,7,,,,,,,,,,,,,TE,32.23,61,1.0,32.23,61,76.09,-43.86000000000001,-46.05,,13.0,9.0,70.0,0.0,,1.8571428571428572,,10.0,,,0.6923076923076923,,,,,,42.0,0.11899971,,0.056761492475778184,,,,,2.0,1.0,5.384615384615385,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,376,8
00-0039917,Michael Penix,ATL,67.0,40.0,463.0,1.0,2.0,6.0,6.0,0.0,19.12,3.0,4,16.75,115.75,1.5,1.5,4.78000020980835,6.91044776119403,0.5970149253731343,0.014925373134328358,0.029850746268656716,70.0,0.2731428691319057,0.15000000596046448,QB,11.23,44,1.0,11.23,44,62.7,-51.47,-46.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,8
00-0033217,Mo Alie-Cox,IND,,,,,,,,,9.7,,6,,,,,,,,,,,,,TE,30.83,62,1.0,30.83,62,76.09,-45.260000000000005,-47.52,,10.0,5.0,47.0,0.0,,1.6666666666666667,,7.833333333333333,,,0.5,,,,,,17.0,0.15584818,,0.07950566821534563,,,,,1.0,1.0,4.7,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,378,8
00-0036387,Jalen Reagor,LAC,,,,,,,,,14.7,,7,,,,,,,,,,,,,WR,24.82,126,1.0,24.82,126,72.51,-47.690000000000005,-47.69,,12.0,7.0,100.0,0.0,,1.7142857142857142,,14.285714285714286,,,0.5833333333333334,,,,,0.055298176,26.0,0.12486641,3.7142857142857144,0.09612472740292288,10.25,123.0,0.8130081,,,,,,,,,,,,,,,,,,,,,,,,,,,379,8
00-0033854,Dare Ogunbowale,HOU,,,,,,,67.0,0.0,10.4,,8,,,,8.375,,,,,,,,,RB,23.83,83,1.0,23.83,83,67.42,-43.59,-47.95,7.0,9.0,2.0,17.0,0.0,0.875,1.125,0.25,2.125,9.571428571428571,8.5,0.2222222222222222,0.04360627798127798,0.2928571428571428,0.07875567451415724,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,8
00-0030431,Robert Woods,HOU,,,,,,,,,28.6,,9,,,,,,,,,,,,,WR,24.08,127,1.0,24.08,127,72.51,-48.43000000000001,-48.43,,22.0,15.0,136.0,0.0,,2.4444444444444446,,15.11111111111111,,,0.6818181818181818,,,,,0.07625577,43.0,0.16714557,2.8666666666666667,0.12329087225888051,9.681818,213.0,0.63849765,,,,,,,,,,,,,,,,,,,,,,,,,,,381,8
00-0035567,Craig Reynolds,DET,,,,,,,79.0,0.0,14.9,,5,,,,15.8,,,,,,,,,RB,22.83,84,1.0,22.83,84,67.42,-44.59,-49.05,17.0,3.0,3.0,40.0,0.0,3.4,0.6,0.6,8.0,4.647058823529412,13.333333333333334,1.0,0.12154150197628458,0.08888888888888888,0.11894856847798026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,8
00-0038040,Zamir White,LV,,,,,,,31.0,1.0,11.5,,4,,,,7.75,,,,,,,,,RB,22.78,85,1.0,22.78,85,67.42,-44.64,-49.1,16.0,1.0,1.0,14.0,0.0,4.0,0.25,0.25,3.5,1.9375,14.0,1.0,0.25084165060945246,0.0625,0.19587789661319072,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,8
